gid,bld_id,ppty_use,ppty_id,businame,busitype,busiprod,ppty_plt_n,ppty_strn,ppty_addy,busireg_st,busi_regno,busi_inc_y,staf_str,contact,tax_appli,tin_status,tin_no,lt_pd_year,lt_amt_pd,x,y
519,3498,INSTITUTIONAL,I100000517,,MEDIUM,EDUCATION,,,,REGISTERD,12816,18991230,15,,EDUCATIONAL,YES,1109884,,100000,3.175758,6.484101
520,3499,INSTITUTIONAL,I100000518,,MEDIUM,EDUCATION,,,,REGISTERD,12817,18991230,15,,EDUCATIONAL,YES,1109885,,100000,3.176589,6.485104
521,3500,INSTITUTIONAL,I100000519,,MEDIUM,EDUCATION,,,,REGISTERD,12818,18991230,15,,EDUCATIONAL,YES,1109886,,100000,3.175422,6.482966
522,3501,INSTITUTIONAL,I100000520,,MEDIUM,EDUCATION,,,,REGISTERD,12819,18991230,15,,EDUCATIONAL,YES,1109887,,100000,3.177285,6.484336
523,3502,INSTITUTIONAL,I100000521,,MEDIUM,EDUCATION,,,,REGISTERD,12820,18991230,15,,EDUCATIONAL,YES,1109888,,100000,3.177664,6.484364
524,3503,INSTITUTIONAL,I100000522,,MEDIUM,EDUCATION,,,,REGISTERD,12821,18991230,15,,EDUCATIONAL,YES,1109889,,100000,3.177867,6.484308
525,3504,INSTITUTIONAL,I100000523,,MEDIUM,EDUCATION,,,,REGISTERD,12822,18991230,15,,EDUCATIONAL,YES,1109890,,100000,3.177789,6.483583
526,3505,INSTITUTIONAL,I100000524,,MEDIUM,EDUCATION,,,,REGISTERD,12823,18991230,15,,EDUCATIONAL,YES,1109891,,100000,3.179057,6.482847
527,3506,INSTITUTIONAL,I100000525,,MEDIUM,EDUCATION,,,,REGISTERD,12824,18991230,15,,EDUCATIONAL,YES,1109892,,100000,3.177708,6.483000
528,3507,INSTITUTIONAL,I100000526,,MEDIUM,EDUCATION,,,,REGISTERD,12825,18991230,15,,EDUCATIONAL,YES,1109893,,100000,3.179694,6.485070
529,3508,INSTITUTIONAL,I100000527,,MEDIUM,EDUCATION,,,,REGISTERD,12826,18991230,15,,EDUCATIONAL,YES,1109894,,100000,3.180582,6.485086
530,3509,INSTITUTIONAL,I100000528,,MEDIUM,EDUCATION,,,,REGISTERD,12827,18991230,15,,EDUCATIONAL,YES,1109895,,100000,3.179751,6.484316
531,3510,INSTITUTIONAL,I100000529,,MEDIUM,EDUCATION,,,,REGISTERD,12828,18991230,15,,EDUCATIONAL,YES,1109896,,100000,3.180212,6.484299
532,3511,INSTITUTIONAL,I100000530,,MEDIUM,EDUCATION,,,,REGISTERD,12829,18991230,15,,EDUCATIONAL,YES,1109897,,100000,3.181023,6.484361
533,3512,INSTITUTIONAL,I100000531,,MEDIUM,EDUCATION,,,,REGISTERD,12830,18991230,15,,EDUCATIONAL,YES,1109898,,100000,3.179162,6.483595
534,3513,INSTITUTIONAL,I100000532,,MEDIUM,EDUCATION,,,,REGISTERD,12831,18991230,15,,EDUCATIONAL,YES,1109899,,100000,3.179648,6.482910
535,3514,INSTITUTIONAL,I100000533,,MEDIUM,EDUCATION,,,,REGISTERD,12832,18991230,15,,EDUCATIONAL,YES,1109900,,100000,3.180932,6.482948
536,3515,INSTITUTIONAL,I100000534,,MEDIUM,EDUCATION,,,,REGISTERD,12833,18991230,15,,EDUCATIONAL,YES,1109901,,100000,3.181193,6.485145
537,3516,INSTITUTIONAL,I100000535,,MEDIUM,EDUCATION,,,,REGISTERD,12834,18991230,15,,EDUCATIONAL,YES,1109902,,100000,3.181100,6.483553
538,3517,INSTITUTIONAL,I100000536,,MEDIUM,EDUCATION,,,,REGISTERD,12835,18991230,15,,EDUCATIONAL,YES,1109903,,100000,3.182797,6.485083
539,3518,INSTITUTIONAL,I100000537,,MEDIUM,EDUCATION,,,,REGISTERD,12836,18991230,15,,EDUCATIONAL,YES,1109904,,100000,3.182519,6.484150
540,3519,INSTITUTIONAL,I100000538,,MEDIUM,EDUCATION,,,,REGISTERD,12837,18991230,15,,EDUCATIONAL,YES,1109905,,100000,3.182887,6.483027
541,3520,INSTITUTIONAL,I100000539,,MEDIUM,EDUCATION,,,,REGISTERD,12838,18991230,15,,EDUCATIONAL,YES,1109906,,100000,3.182587,6.483594
542,3521,INSTITUTIONAL,I100000540,,MEDIUM,EDUCATION,,,,REGISTERD,12839,18991230,15,,EDUCATIONAL,YES,1109907,,100000,3.181629,6.484304
543,3522,INSTITUTIONAL,I100000541,,MEDIUM,EDUCATION,,,,REGISTERD,12840,18991230,15,,EDUCATIONAL,YES,1109908,,100000,3.181706,6.484147
544,3523,INSTITUTIONAL,I100000542,,MEDIUM,EDUCATION,,,,REGISTERD,12841,18991230,15,,EDUCATIONAL,YES,1109909,,100000,3.187593,6.482453
545,3524,INSTITUTIONAL,I100000543,,MEDIUM,EDUCATION,,,,REGISTERD,12842,18991230,15,,EDUCATIONAL,YES,1109910,,100000,3.187672,6.482408
546,3525,INSTITUTIONAL,I100000544,,MEDIUM,EDUCATION,,,,REGISTERD,12843,18991230,15,,EDUCATIONAL,YES,1109911,,100000,3.189121,6.482437
547,3526,INSTITUTIONAL,I100000545,,MEDIUM,EDUCATION,,,,REGISTERD,12844,18991230,15,,EDUCATIONAL,YES,1109912,,100000,3.188570,6.478957
548,3527,INSTITUTIONAL,I100000546,,MEDIUM,EDUCATION,,,,REGISTERD,12845,18991230,15,,EDUCATIONAL,YES,1109913,,100000,3.188344,6.478919
549,3528,INSTITUTIONAL,I100000547,,MEDIUM,EDUCATION,,,,REGISTERD,12846,18991230,15,,EDUCATIONAL,YES,1109914,,100000,3.188203,6.478891
550,3529,INSTITUTIONAL,I100000548,,MEDIUM,EDUCATION,,,,REGISTERD,12847,18991230,15,,EDUCATIONAL,YES,1109915,,100000,3.189209,6.478800
551,3530,INSTITUTIONAL,I100000549,,MEDIUM,EDUCATION,,,,REGISTERD,12848,18991230,15,,EDUCATIONAL,YES,1109916,,100000,3.189300,6.478353
552,3531,INSTITUTIONAL,I100000550,,MEDIUM,EDUCATION,,,,REGISTERD,12849,18991230,15,,EDUCATIONAL,YES,1109917,,100000,3.188525,6.478688
553,3532,INSTITUTIONAL,I100000551,,MEDIUM,EDUCATION,,,,REGISTERD,12850,18991230,15,,EDUCATIONAL,YES,1109918,,100000,3.188199,6.478367
554,3533,INSTITUTIONAL,I100000552,,MEDIUM,EDUCATION,,,,REGISTERD,12851,18991230,15,,EDUCATIONAL,YES,1109919,,100000,3.182918,6.480335
555,3534,INSTITUTIONAL,I100000553,,MEDIUM,EDUCATION,,,,REGISTERD,12852,18991230,15,,EDUCATIONAL,YES,1109920,,100000,3.183461,6.480569
556,3535,INSTITUTIONAL,I100000554,,MEDIUM,EDUCATION,,,,REGISTERD,12853,18991230,15,,EDUCATIONAL,YES,1109921,,100000,3.183581,6.480601
557,3536,INSTITUTIONAL,I100000555,,MEDIUM,EDUCATION,,,,REGISTERD,12854,18991230,15,,EDUCATIONAL,YES,1109922,,100000,3.183643,6.480677
558,3537,INSTITUTIONAL,I100000556,,MEDIUM,EDUCATION,,,,REGISTERD,12855,18991230,15,,EDUCATIONAL,YES,1109923,,100000,3.183316,6.480720
559,3538,INSTITUTIONAL,I100000557,,MEDIUM,EDUCATION,,,,REGISTERD,12856,18991230,15,,EDUCATIONAL,YES,1109924,,100000,3.183340,6.480561
560,3539,INSTITUTIONAL,I100000558,,MEDIUM,EDUCATION,,,,REGISTERD,12857,18991230,15,,EDUCATIONAL,YES,1109925,,100000,3.183464,6.480887
561,3540,INSTITUTIONAL,I100000559,,MEDIUM,EDUCATION,,,,REGISTERD,12858,18991230,15,,EDUCATIONAL,YES,1109926,,100000,3.183550,6.480959
562,3541,INSTITUTIONAL,I100000560,,MEDIUM,EDUCATION,,,,REGISTERD,12859,18991230,15,,EDUCATIONAL,YES,1109927,,100000,3.182161,6.480636
563,3542,INSTITUTIONAL,I100000561,,MEDIUM,EDUCATION,,,,REGISTERD,12860,18991230,15,,EDUCATIONAL,YES,1109928,,100000,3.182013,6.479905
564,3543,INSTITUTIONAL,I100000562,,MEDIUM,EDUCATION,,,,REGISTERD,12861,18991230,15,,EDUCATIONAL,YES,1109929,,100000,3.183332,6.479393
565,3544,INSTITUTIONAL,I100000563,,MEDIUM,EDUCATION,,,,REGISTERD,12862,18991230,15,,EDUCATIONAL,YES,1109930,,100000,3.181293,6.479381
566,3545,INSTITUTIONAL,I100000564,,MEDIUM,EDUCATION,,,,REGISTERD,12863,18991230,15,,EDUCATIONAL,YES,1109931,,100000,3.181313,6.479302
567,3546,INSTITUTIONAL,I100000565,,MEDIUM,EDUCATION,,,,REGISTERD,12864,18991230,15,,EDUCATIONAL,YES,1109932,,100000,3.181555,6.479711
568,3547,INSTITUTIONAL,I100000566,,MEDIUM,EDUCATION,,,,REGISTERD,12865,18991230,15,,EDUCATIONAL,YES,1109933,,100000,3.181679,6.479593
569,3548,INSTITUTIONAL,I100000567,,MEDIUM,EDUCATION,,,,REGISTERD,12866,18991230,15,,EDUCATIONAL,YES,1109934,,100000,3.181010,6.479439
570,3549,INSTITUTIONAL,I100000568,,MEDIUM,EDUCATION,,,,REGISTERD,12867,18991230,15,,EDUCATIONAL,YES,1109935,,100000,3.181040,6.479324
571,3550,INSTITUTIONAL,I100000569,,MEDIUM,EDUCATION,,,,REGISTERD,12868,18991230,15,,EDUCATIONAL,YES,1109936,,100000,3.180975,6.479224
572,3551,INSTITUTIONAL,I100000570,,MEDIUM,EDUCATION,,,,REGISTERD,12869,18991230,15,,EDUCATIONAL,YES,1109937,,100000,3.180911,6.479160
573,3552,INSTITUTIONAL,I100000571,,MEDIUM,EDUCATION,,,,REGISTERD,12870,18991230,15,,EDUCATIONAL,YES,1109938,,100000,3.180627,6.479218
574,3553,INSTITUTIONAL,I100000572,,MEDIUM,EDUCATION,,,,REGISTERD,12871,18991230,15,,EDUCATIONAL,YES,1109939,,100000,3.180456,6.479121
575,3554,INSTITUTIONAL,I100000573,,MEDIUM,EDUCATION,,,,REGISTERD,12872,18991230,15,,EDUCATIONAL,YES,1109940,,100000,3.180535,6.479124
576,3555,INSTITUTIONAL,I100000574,,MEDIUM,EDUCATION,,,,REGISTERD,12873,18991230,15,,EDUCATIONAL,YES,1109941,,100000,3.180004,6.479313
577,3556,INSTITUTIONAL,I100000575,,MEDIUM,EDUCATION,,,,REGISTERD,12874,18991230,15,,EDUCATIONAL,YES,1109942,,100000,3.180361,6.479426
578,3557,INSTITUTIONAL,I100000576,,MEDIUM,EDUCATION,,,,REGISTERD,12875,18991230,15,,EDUCATIONAL,YES,1109943,,100000,3.180327,6.480108
579,3558,INSTITUTIONAL,I100000577,,MEDIUM,EDUCATION,,,,REGISTERD,12876,18991230,15,,EDUCATIONAL,YES,1109944,,100000,3.180183,6.479906
580,3559,INSTITUTIONAL,I100000578,,MEDIUM,EDUCATION,,,,REGISTERD,12877,18991230,15,,EDUCATIONAL,YES,1109945,,100000,3.180318,6.479963
581,3560,INSTITUTIONAL,I100000579,,MEDIUM,EDUCATION,,,,REGISTERD,12878,18991230,15,,EDUCATIONAL,YES,1109946,,100000,3.180549,6.480059
582,3561,INSTITUTIONAL,I100000580,,MEDIUM,EDUCATION,,,,REGISTERD,12879,18991230,15,,EDUCATIONAL,YES,1109947,,100000,3.181193,6.479672
583,3562,INSTITUTIONAL,I100000581,,MEDIUM,EDUCATION,,,,REGISTERD,12880,18991230,15,,EDUCATIONAL,YES,1109948,,100000,3.181140,6.479879
584,3563,INSTITUTIONAL,I100000582,,MEDIUM,EDUCATION,,,,REGISTERD,12881,18991230,15,,EDUCATIONAL,YES,1109949,,100000,3.181333,6.479910
585,3564,INSTITUTIONAL,I100000583,,MEDIUM,EDUCATION,,,,REGISTERD,12882,18991230,15,,EDUCATIONAL,YES,1109950,,100000,3.180898,6.479530
586,3565,INSTITUTIONAL,I100000584,,MEDIUM,EDUCATION,,,,REGISTERD,12883,18991230,15,,EDUCATIONAL,YES,1109951,,100000,3.181079,6.479751
587,3566,INSTITUTIONAL,I100000585,,MEDIUM,EDUCATION,,,,REGISTERD,12884,18991230,15,,EDUCATIONAL,YES,1109952,,100000,3.180619,6.480768
588,3567,INSTITUTIONAL,I100000586,,MEDIUM,EDUCATION,,,,REGISTERD,12885,18991230,15,,EDUCATIONAL,YES,1109953,,100000,3.180265,6.480448
589,3568,INSTITUTIONAL,I100000587,,MEDIUM,EDUCATION,,,,REGISTERD,12886,18991230,15,,EDUCATIONAL,YES,1109954,,100000,3.179907,6.480429
590,3569,INSTITUTIONAL,I100000588,,MEDIUM,EDUCATION,,,,REGISTERD,12887,18991230,15,,EDUCATIONAL,YES,1109955,,100000,3.180049,6.480863
591,3570,INSTITUTIONAL,I100000589,,MEDIUM,EDUCATION,,,,REGISTERD,12888,18991230,15,,EDUCATIONAL,YES,1109956,,100000,3.179577,6.482348
592,3571,INSTITUTIONAL,I100000590,,MEDIUM,EDUCATION,,,,REGISTERD,12889,18991230,15,,EDUCATIONAL,YES,1109957,,100000,3.179254,6.482311
593,3572,INSTITUTIONAL,I100000591,,MEDIUM,EDUCATION,,,,REGISTERD,12890,18991230,15,,EDUCATIONAL,YES,1109958,,100000,3.177930,6.482283
594,3573,INSTITUTIONAL,I100000592,,MEDIUM,EDUCATION,,,,REGISTERD,12891,18991230,15,,EDUCATIONAL,YES,1109959,,100000,3.178037,6.482343
595,3574,INSTITUTIONAL,I100000593,,MEDIUM,EDUCATION,,,,REGISTERD,12892,18991230,15,,EDUCATIONAL,YES,1109960,,100000,3.178470,6.482376
596,3575,INSTITUTIONAL,I100000594,,MEDIUM,EDUCATION,,,,REGISTERD,12893,18991230,15,,EDUCATIONAL,YES,1109961,,100000,3.178446,6.482285
597,3576,INSTITUTIONAL,I100000595,,MEDIUM,EDUCATION,,,,REGISTERD,12894,18991230,15,,EDUCATIONAL,YES,1109962,,100000,3.178558,6.482297
598,3577,INSTITUTIONAL,I100000596,,MEDIUM,EDUCATION,,,,REGISTERD,12895,18991230,15,,EDUCATIONAL,YES,1109963,,100000,3.178789,6.482250
599,3578,INSTITUTIONAL,I100000597,,MEDIUM,EDUCATION,,,,REGISTERD,12896,18991230,15,,EDUCATIONAL,YES,1109964,,100000,3.179519,6.482153
600,3579,INSTITUTIONAL,I100000598,,MEDIUM,EDUCATION,,,,REGISTERD,12897,18991230,15,,EDUCATIONAL,YES,1109965,,100000,3.179805,6.482376
601,3580,INSTITUTIONAL,I100000599,,MEDIUM,EDUCATION,,,,REGISTERD,12898,18991230,15,,EDUCATIONAL,YES,1109966,,100000,3.179770,6.482218
602,3581,INSTITUTIONAL,I100000600,,MEDIUM,EDUCATION,,,,REGISTERD,12899,18991230,15,,EDUCATIONAL,YES,1109967,,100000,3.179696,6.482269
603,3582,INSTITUTIONAL,I100000601,,MEDIUM,EDUCATION,,,,REGISTERD,12900,18991230,15,,EDUCATIONAL,YES,1109968,,100000,3.179665,6.482174
604,3583,INSTITUTIONAL,I100000602,,MEDIUM,EDUCATION,,,,REGISTERD,12901,18991230,15,,EDUCATIONAL,YES,1109969,,100000,3.179766,6.482001
605,3584,INSTITUTIONAL,I100000603,,MEDIUM,EDUCATION,,,,REGISTERD,12902,18991230,15,,EDUCATIONAL,YES,1109970,,100000,3.179655,6.482027
606,3585,INSTITUTIONAL,I100000604,,MEDIUM,EDUCATION,,,,REGISTERD,12903,18991230,15,,EDUCATIONAL,YES,1109971,,100000,3.179498,6.482016
607,3586,INSTITUTIONAL,I100000605,,MEDIUM,EDUCATION,,,,REGISTERD,12904,18991230,15,,EDUCATIONAL,YES,1109972,,100000,3.179142,6.482054
608,3587,INSTITUTIONAL,I100000606,,MEDIUM,EDUCATION,,,,REGISTERD,12905,18991230,15,,EDUCATIONAL,YES,1109973,,100000,3.179468,6.481915
609,3588,INSTITUTIONAL,I100000607,,MEDIUM,EDUCATION,,,,REGISTERD,12906,18991230,15,,EDUCATIONAL,YES,1109974,,100000,3.179606,6.481871
610,3589,INSTITUTIONAL,I100000608,,MEDIUM,EDUCATION,,,,REGISTERD,12907,18991230,15,,EDUCATIONAL,YES,1109975,,100000,3.179775,6.481873
611,3590,INSTITUTIONAL,I100000609,,MEDIUM,EDUCATION,,,,REGISTERD,12908,18991230,15,,EDUCATIONAL,YES,1109976,,100000,3.179396,6.481712
612,3591,INSTITUTIONAL,I100000610,,MEDIUM,EDUCATION,,,,REGISTERD,12909,18991230,15,,EDUCATIONAL,YES,1109977,,100000,3.179570,6.481794
613,3592,INSTITUTIONAL,I100000611,,MEDIUM,EDUCATION,,,,REGISTERD,12910,18991230,15,,EDUCATIONAL,YES,1109978,,100000,3.179767,6.481681
614,3593,INSTITUTIONAL,I100000612,,MEDIUM,EDUCATION,,,,REGISTERD,12911,18991230,15,,EDUCATIONAL,YES,1109979,,100000,3.179687,6.481550
615,3594,INSTITUTIONAL,I100000613,,MEDIUM,EDUCATION,,,,REGISTERD,12912,18991230,15,,EDUCATIONAL,YES,1109980,,100000,3.179535,6.481527
616,3595,INSTITUTIONAL,I100000614,,MEDIUM,EDUCATION,,,,REGISTERD,12913,18991230,15,,EDUCATIONAL,YES,1109981,,100000,3.179547,6.481648
617,3596,INSTITUTIONAL,I100000615,,MEDIUM,EDUCATION,,,,REGISTERD,12914,18991230,15,,EDUCATIONAL,YES,1109982,,100000,3.179264,6.481765
618,3597,INSTITUTIONAL,I100000616,,MEDIUM,EDUCATION,,,,REGISTERD,12915,18991230,15,,EDUCATIONAL,YES,1109983,,100000,3.179144,6.481889
619,3598,INSTITUTIONAL,I100000617,,MEDIUM,EDUCATION,,,,REGISTERD,12916,18991230,15,,EDUCATIONAL,YES,1109984,,100000,3.179079,6.481911
620,3599,INSTITUTIONAL,I100000618,,MEDIUM,EDUCATION,,,,REGISTERD,12917,18991230,15,,EDUCATIONAL,YES,1109985,,100000,3.179094,6.481731
621,3600,INSTITUTIONAL,I100000619,,MEDIUM,EDUCATION,,,,REGISTERD,12918,18991230,15,,EDUCATIONAL,YES,1109986,,100000,3.179004,6.481763
622,3601,INSTITUTIONAL,I100000620,,MEDIUM,EDUCATION,,,,REGISTERD,12919,18991230,15,,EDUCATIONAL,YES,1109987,,100000,3.179126,6.481547
623,3602,INSTITUTIONAL,I100000621,,MEDIUM,EDUCATION,,,,REGISTERD,12920,18991230,15,,EDUCATIONAL,YES,1109988,,100000,3.179303,6.481548
624,3603,INSTITUTIONAL,I100000622,,MEDIUM,EDUCATION,,,,REGISTERD,12921,18991230,15,,EDUCATIONAL,YES,1109989,,100000,3.178784,6.481624
625,3604,INSTITUTIONAL,I100000623,,MEDIUM,EDUCATION,,,,REGISTERD,12922,18991230,15,,EDUCATIONAL,YES,1109990,,100000,3.178816,6.481518
626,3605,INSTITUTIONAL,I100000624,,MEDIUM,EDUCATION,,,,REGISTERD,12923,18991230,15,,EDUCATIONAL,YES,1109991,,100000,3.179301,6.481429
627,3606,INSTITUTIONAL,I100000625,,MEDIUM,EDUCATION,,,,REGISTERD,12924,18991230,15,,EDUCATIONAL,YES,1109992,,100000,3.179288,6.481380
628,3607,INSTITUTIONAL,I100000626,,MEDIUM,EDUCATION,,,,REGISTERD,12925,18991230,15,,EDUCATIONAL,YES,1109993,,100000,3.178702,6.482019
629,3608,INSTITUTIONAL,I100000627,,MEDIUM,EDUCATION,,,,REGISTERD,12926,18991230,15,,EDUCATIONAL,YES,1109994,,100000,3.188250,6.482996
630,3609,INSTITUTIONAL,I100000628,,MEDIUM,EDUCATION,,,,REGISTERD,12927,18991230,15,,EDUCATIONAL,YES,1109995,,100000,3.188499,6.482998
631,3610,INSTITUTIONAL,I100000629,,MEDIUM,EDUCATION,,,,REGISTERD,12928,18991230,15,,EDUCATIONAL,YES,1109996,,100000,3.188273,6.482919
632,3611,INSTITUTIONAL,I100000630,,MEDIUM,EDUCATION,,,,REGISTERD,12929,18991230,15,,EDUCATIONAL,YES,1109997,,100000,3.187273,6.483120
633,3612,INSTITUTIONAL,I100000631,,MEDIUM,EDUCATION,,,,REGISTERD,12930,18991230,15,,EDUCATIONAL,YES,1109998,,100000,3.187741,6.483224
634,3613,INSTITUTIONAL,I100000632,,MEDIUM,EDUCATION,,,,REGISTERD,12931,18991230,15,,EDUCATIONAL,YES,1109999,,100000,3.187524,6.483125
635,3614,INSTITUTIONAL,I100000633,,MEDIUM,EDUCATION,,,,REGISTERD,12932,18991230,15,,EDUCATIONAL,YES,1110000,,100000,3.187631,6.482940
636,3615,INSTITUTIONAL,I100000634,,MEDIUM,EDUCATION,,,,REGISTERD,12933,18991230,15,,EDUCATIONAL,YES,1110001,,100000,3.188492,6.482919
637,3616,INSTITUTIONAL,I100000635,,MEDIUM,EDUCATION,,,,REGISTERD,12934,18991230,15,,EDUCATIONAL,YES,1110002,,100000,3.187405,6.483401
638,3617,INSTITUTIONAL,I100000636,,MEDIUM,EDUCATION,,,,REGISTERD,12935,18991230,15,,EDUCATIONAL,YES,1110003,,100000,3.187610,6.483352
639,3618,INSTITUTIONAL,I100000637,,MEDIUM,EDUCATION,,,,REGISTERD,12936,18991230,15,,EDUCATIONAL,YES,1110004,,100000,3.187039,6.483118
640,3619,INSTITUTIONAL,I100000638,,MEDIUM,EDUCATION,,,,REGISTERD,12937,18991230,15,,EDUCATIONAL,YES,1110005,,100000,3.191025,6.470345
641,3620,INSTITUTIONAL,I100000639,,MEDIUM,EDUCATION,,,,REGISTERD,12938,18991230,15,,EDUCATIONAL,YES,1110006,,100000,3.191165,6.470360
642,3621,INSTITUTIONAL,I100000640,,MEDIUM,EDUCATION,,,,REGISTERD,12939,18991230,15,,EDUCATIONAL,YES,1110007,,100000,3.191258,6.470353
643,3622,INSTITUTIONAL,I100000641,,MEDIUM,EDUCATION,,,,REGISTERD,12940,18991230,15,,EDUCATIONAL,YES,1110008,,100000,3.191315,6.470325
644,3623,INSTITUTIONAL,I100000642,,MEDIUM,EDUCATION,,,,REGISTERD,12941,18991230,15,,EDUCATIONAL,YES,1110009,,100000,3.191377,6.470289
645,3624,INSTITUTIONAL,I100000643,,MEDIUM,EDUCATION,,,,REGISTERD,12942,18991230,15,,EDUCATIONAL,YES,1110010,,100000,3.191315,6.470170
646,3625,INSTITUTIONAL,I100000644,,MEDIUM,EDUCATION,,,,REGISTERD,12943,18991230,15,,EDUCATIONAL,YES,1110011,,100000,3.191424,6.470383
647,3626,INSTITUTIONAL,I100000645,,MEDIUM,EDUCATION,,,,REGISTERD,12944,18991230,15,,EDUCATIONAL,YES,1110012,,100000,3.191546,6.470663
648,3627,INSTITUTIONAL,I100000646,,MEDIUM,EDUCATION,,,,REGISTERD,12945,18991230,15,,EDUCATIONAL,YES,1110013,,100000,3.191458,6.470867
649,3628,INSTITUTIONAL,I100000647,,MEDIUM,EDUCATION,,,,REGISTERD,12946,18991230,15,,EDUCATIONAL,YES,1110014,,100000,3.191563,6.471128
650,3629,INSTITUTIONAL,I100000648,,MEDIUM,EDUCATION,,,,REGISTERD,12947,18991230,15,,EDUCATIONAL,YES,1110015,,100000,3.189692,6.471170
651,3630,INSTITUTIONAL,I100000649,,MEDIUM,EDUCATION,,,,REGISTERD,12948,18991230,15,,EDUCATIONAL,YES,1110016,,100000,3.190138,6.471992
652,3631,INSTITUTIONAL,I100000650,,MEDIUM,EDUCATION,,,,REGISTERD,12949,18991230,15,,EDUCATIONAL,YES,1110017,,100000,3.189923,6.472002
653,3632,INSTITUTIONAL,I100000651,,MEDIUM,EDUCATION,,,,REGISTERD,12950,18991230,15,,EDUCATIONAL,YES,1110018,,100000,3.189880,6.472126
654,3633,INSTITUTIONAL,I100000652,,MEDIUM,EDUCATION,,,,REGISTERD,12951,18991230,15,,EDUCATIONAL,YES,1110019,,100000,3.189729,6.472128
655,3634,INSTITUTIONAL,I100000653,,MEDIUM,EDUCATION,,,,REGISTERD,12952,18991230,15,,EDUCATIONAL,YES,1110020,,100000,3.191133,6.470608
656,3635,INSTITUTIONAL,I100000654,,MEDIUM,EDUCATION,,,,REGISTERD,12953,18991230,15,,EDUCATIONAL,YES,1110021,,100000,3.191249,6.470553
657,3636,INSTITUTIONAL,I100000655,,MEDIUM,EDUCATION,,,,REGISTERD,12954,18991230,15,,EDUCATIONAL,YES,1110022,,100000,3.190745,6.470855
658,3637,INSTITUTIONAL,I100000656,,MEDIUM,EDUCATION,,,,REGISTERD,12955,18991230,15,,EDUCATIONAL,YES,1110023,,100000,3.190977,6.470548
659,3638,INSTITUTIONAL,I100000657,,MEDIUM,EDUCATION,,,,REGISTERD,12956,18991230,15,,EDUCATIONAL,YES,1110024,,100000,3.191019,6.470533
660,3639,INSTITUTIONAL,I100000658,,MEDIUM,EDUCATION,,,,REGISTERD,12957,18991230,15,,EDUCATIONAL,YES,1110025,,100000,3.190744,6.471461
661,3640,INSTITUTIONAL,I100000659,,MEDIUM,EDUCATION,,,,REGISTERD,12958,18991230,15,,EDUCATIONAL,YES,1110026,,100000,3.190808,6.471483
662,3641,INSTITUTIONAL,I100000660,,MEDIUM,EDUCATION,,,,REGISTERD,12959,18991230,15,,EDUCATIONAL,YES,1110027,,100000,3.189806,6.471838
663,3642,INSTITUTIONAL,I100000661,,MEDIUM,EDUCATION,,,,REGISTERD,12960,18991230,15,,EDUCATIONAL,YES,1110028,,100000,3.189931,6.472245
664,3643,INSTITUTIONAL,I100000662,,MEDIUM,EDUCATION,,,,REGISTERD,12961,18991230,15,,EDUCATIONAL,YES,1110029,,100000,3.189909,6.472311
665,3644,INSTITUTIONAL,I100000663,,MEDIUM,EDUCATION,,,,REGISTERD,12962,18991230,15,,EDUCATIONAL,YES,1110030,,100000,3.190128,6.472083
666,3645,INSTITUTIONAL,I100000664,,MEDIUM,EDUCATION,,,,REGISTERD,12963,18991230,15,,EDUCATIONAL,YES,1110031,,100000,3.190840,6.472324
667,3646,INSTITUTIONAL,I100000665,,MEDIUM,EDUCATION,,,,REGISTERD,12964,18991230,15,,EDUCATIONAL,YES,1110032,,100000,3.191279,6.471970
668,3647,INSTITUTIONAL,I100000666,,MEDIUM,EDUCATION,,,,REGISTERD,12965,18991230,15,,EDUCATIONAL,YES,1110033,,100000,3.191141,6.471879
669,3648,INSTITUTIONAL,I100000667,,MEDIUM,EDUCATION,,,,REGISTERD,12966,18991230,15,,EDUCATIONAL,YES,1110034,,100000,3.182431,6.476516
670,3649,INSTITUTIONAL,I100000668,,MEDIUM,EDUCATION,,,,REGISTERD,12967,18991230,15,,EDUCATIONAL,YES,1110035,,100000,3.182460,6.476502
671,3650,INSTITUTIONAL,I100000669,,MEDIUM,EDUCATION,,,,REGISTERD,12968,18991230,15,,EDUCATIONAL,YES,1110036,,100000,3.182478,6.476485
672,3651,INSTITUTIONAL,I100000670,,MEDIUM,EDUCATION,,,,REGISTERD,12969,18991230,15,,EDUCATIONAL,YES,1110037,,100000,3.183223,6.475947
673,3652,INSTITUTIONAL,I100000671,,MEDIUM,EDUCATION,,,,REGISTERD,12970,18991230,15,,EDUCATIONAL,YES,1110038,,100000,3.183125,6.476329
674,3653,INSTITUTIONAL,I100000672,,MEDIUM,EDUCATION,,,,REGISTERD,12971,18991230,15,,EDUCATIONAL,YES,1110039,,100000,3.183830,6.476108
675,3654,INSTITUTIONAL,I100000673,,MEDIUM,EDUCATION,,,,REGISTERD,12972,18991230,15,,EDUCATIONAL,YES,1110040,,100000,3.183341,6.475923
676,3655,INSTITUTIONAL,I100000674,,MEDIUM,EDUCATION,,,,REGISTERD,12973,18991230,15,,EDUCATIONAL,YES,1110041,,100000,3.183412,6.475800
677,3656,INSTITUTIONAL,I100000675,,MEDIUM,EDUCATION,,,,REGISTERD,12974,18991230,15,,EDUCATIONAL,YES,1110042,,100000,3.183491,6.475738
